10,SyntaxError,"invalid syntax (3853341378.py, line 2)",0,,2022-01-18 11:06:35.015223,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 101)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3143, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 101, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_430/3853341378.py"", line 2', '    six = two plus two', '              ^', 'SyntaxError: invalid syntax']"
11,TypeError,unsupported operand type(s) for +: 'NoneType' and 'int',0,,2022-01-18 11:06:35.174922,"[('y = x + 2', 2)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""/tmp/ipykernel_430/2727161758.py"", line 2, in <module>', '    y = x + 2', ""TypeError: unsupported operand type(s) for +: 'NoneType' and 'int'""]"
12,SyntaxError,"cannot assign to literal (2912417615.py, line 1)",0,,2022-01-19 22:08:28.673277,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 101)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3143, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 101, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_153/2912417615.py"", line 1', '    4 = 2 + 2', '    ^', 'SyntaxError: cannot assign to literal']"
13,SyntaxError,"invalid syntax (3853341378.py, line 2)",0,,2022-01-19 22:08:28.709372,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 101)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3143, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 101, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_153/3853341378.py"", line 2', '    six = two plus two', '              ^', 'SyntaxError: invalid syntax']"
14,SyntaxError,"cannot assign to literal (2912417615.py, line 1)",0,,2022-01-19 22:09:49.073564,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 101)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3143, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 101, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_413/2912417615.py"", line 1', '    4 = 2 + 2', '    ^', 'SyntaxError: cannot assign to literal']"
15,SyntaxError,"invalid syntax (3853341378.py, line 2)",0,,2022-01-19 22:09:49.109185,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 101)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3143, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 101, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_413/3853341378.py"", line 2', '    six = two plus two', '              ^', 'SyntaxError: invalid syntax']"
16,SyntaxError,"cannot assign to literal (2912417615.py, line 1)",0,,2022-01-19 22:17:02.105138,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 101)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3143, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 101, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_717/2912417615.py"", line 1', '    4 = 2 + 2', '    ^', 'SyntaxError: cannot assign to literal']"
17,SyntaxError,"invalid syntax (3853341378.py, line 2)",0,,2022-01-19 22:17:02.171079,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 101)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3143, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 101, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_717/3853341378.py"", line 2', '    six = two plus two', '              ^', 'SyntaxError: invalid syntax']"
18,SyntaxError,"cannot assign to literal (2912417615.py, line 1)",0,,2022-01-19 22:24:47.316406,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 101)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3143, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 101, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_1049/2912417615.py"", line 1', '    4 = 2 + 2', '    ^', 'SyntaxError: cannot assign to literal']"
19,SyntaxError,"invalid syntax (3853341378.py, line 2)",0,,2022-01-19 22:24:47.385355,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 101)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3143, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 101, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_1049/3853341378.py"", line 2', '    six = two plus two', '              ^', 'SyntaxError: invalid syntax']"
20,SyntaxError,"cannot assign to literal (2912417615.py, line 1)",0,,2022-01-20 22:01:33.533357,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 105)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 2985, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 105, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_121/2912417615.py"", line 1', '    4 = 2 + 2', '    ^', 'SyntaxError: cannot assign to literal']"
21,SyntaxError,"invalid syntax (3853341378.py, line 2)",0,,2022-01-20 22:01:33.597177,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 105)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 2985, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 105, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_121/3853341378.py"", line 2', '    six = two plus two', '              ^', 'SyntaxError: invalid syntax']"
22,SyntaxError,"cannot assign to literal (2912417615.py, line 1)",0,,2022-01-20 22:02:27.675489,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 105)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 2985, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 105, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_188/2912417615.py"", line 1', '    4 = 2 + 2', '    ^', 'SyntaxError: cannot assign to literal']"
23,SyntaxError,"invalid syntax (3853341378.py, line 2)",0,,2022-01-20 22:02:27.715143,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 105)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 2985, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 105, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_188/3853341378.py"", line 2', '    six = two plus two', '              ^', 'SyntaxError: invalid syntax']"
24,SyntaxError,"cannot assign to literal (2912417615.py, line 1)",0,,2022-01-20 22:24:58.566535,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 105)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 2985, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 105, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_1110/2912417615.py"", line 1', '    4 = 2 + 2', '    ^', 'SyntaxError: cannot assign to literal']"
25,SyntaxError,"invalid syntax (3853341378.py, line 2)",0,,2022-01-20 22:24:58.605685,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 105)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 2985, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 105, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_1110/3853341378.py"", line 2', '    six = two plus two', '              ^', 'SyntaxError: invalid syntax']"
26,SyntaxError,"cannot assign to literal (2912417615.py, line 1)",0,,2022-01-20 22:30:33.192749,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 105)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 2985, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 105, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_1386/2912417615.py"", line 1', '    4 = 2 + 2', '    ^', 'SyntaxError: cannot assign to literal']"
27,SyntaxError,"invalid syntax (3853341378.py, line 2)",0,,2022-01-20 22:30:33.231233,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 105)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 2985, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 105, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_1386/3853341378.py"", line 2', '    six = two plus two', '              ^', 'SyntaxError: invalid syntax']"
28,SyntaxError,"cannot assign to literal (2912417615.py, line 1)",0,,2022-01-20 22:53:52.880520,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 105)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 2985, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 105, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_2289/2912417615.py"", line 1', '    4 = 2 + 2', '    ^', 'SyntaxError: cannot assign to literal']"
29,SyntaxError,"invalid syntax (3853341378.py, line 2)",0,,2022-01-20 22:53:52.917325,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 105)]","['Traceback (most recent call last):', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 2985, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/opt/conda/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 105, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_2289/3853341378.py"", line 2', '    six = two plus two', '              ^', 'SyntaxError: invalid syntax']"
